Tester,Site type,Name of Sampling Location,7 day average of SARS-CoV-2 concentration,Number of samples in the last 7 days,SARS-CoV-2 Detected,Sample collection date,Units (measuring concentration),City of sampling location,State of sampling location,County of sampling location,Date data last updated,Week Start Date,Week End Date,Group,Subgroup,Estimated population,Percent of the population,Week case rate,Cumulative cases,Cumulative case rate,Deaths during this week,Week death rate,Cumulative deaths,Cumulative death rate,Confirmed deaths,Confirmed cases,County,Population,Cases during this week_y,Cumulative confirmed cases,Cumulative tests,Tests during the week,Positive tests the week,Week percent positivity,Weekly case rate,Weekly testing rate
BioBot,Municipal,Brockton/ Abington,4273874.71554636,4,Detected,2024-01-09,copies/L,Brockton,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,SESD-Peabody/Salem Pump,777002.4525336619,4,Detected,2023-11-04,copies/L,Salem,MA,Essex,2024-02-29,2023-10-29,2023-11-04,Race and Hispanic ethnicity,"Hispanic, all races",878944.17459859,0.125029097069096,34.35940628856458,6710.0,763.4159476697628,2,0.2275457370103615,42,4.778460477217591,23.0,1532.0,Essex,809829.0011,184.0,3802.0,46011.0,3546.0,209.0,0.0589396503102086,22.720845974899728,437.8702164510567
BioBot,Municipal,SESD-Peabody/Salem Pump,777002.4525336619,4,Detected,2023-11-04,copies/L,Salem,MA,Essex,2024-02-29,2023-10-29,2023-11-04,Race and Hispanic ethnicity,"Asian, not Hispanic",510096.11066676,0.0725607586673517,11.566447727444844,1448.0,283.86807303966333,2,0.3920829738116896,10,1.960414869058448,23.0,1532.0,Essex,809829.0011,184.0,3802.0,46011.0,3546.0,209.0,0.0589396503102086,22.720845974899728,437.8702164510567
BioBot,Municipal,SESD-Peabody/Salem Pump,777002.4525336619,4,Detected,2023-11-04,copies/L,Salem,MA,Essex,2024-02-29,2023-10-29,2023-11-04,Race and Hispanic ethnicity,"Black or African-American, not Hispanic",476930.24482827,0.0678429411094903,19.290032661511493,2629.0,551.2336507294968,0,0.0,5,1.0483713402995376,23.0,1532.0,Essex,809829.0011,184.0,3802.0,46011.0,3546.0,209.0,0.0589396503102086,22.720845974899728,437.8702164510567
BioBot,Municipal,SESD-Peabody/Salem Pump,777002.4525336619,4,Detected,2023-11-04,copies/L,Salem,MA,Essex,2024-02-29,2023-10-29,2023-11-04,Race and Hispanic ethnicity,"Alaskan Native or American Indian, not Hispanic",9939.37961473,0.001413868701302,0.0,31.0,311.8906933996012,0,0.0,1-4,0.0,23.0,1532.0,Essex,809829.0011,184.0,3802.0,46011.0,3546.0,209.0,0.0589396503102086,22.720845974899728,437.8702164510567
BioBot,Municipal,SESD-Peabody/Salem Pump,777002.4525336619,4,Detected,2023-11-04,copies/L,Salem,MA,Essex,2024-02-29,2023-10-29,2023-11-04,Race and Hispanic ethnicity,"Other race, not Hispanic",0.0,0.0,0.0,1703.0,0.0,1,0.0,16,0.0,23.0,1532.0,Essex,809829.0011,184.0,3802.0,46011.0,3546.0,209.0,0.0589396503102086,22.720845974899728,437.8702164510567
BioBot,Municipal,SESD-Peabody/Salem Pump,777002.4525336619,4,Detected,2023-11-04,copies/L,Salem,MA,Essex,2024-02-29,2023-10-29,2023-11-04,Race and Hispanic ethnicity,"Native Hawaiian or Pacific Islander, not Hispanic",1841.11872003,0.0002618976469893,0.0,14.0,760.4072376045298,0,0.0,0,0.0,23.0,1532.0,Essex,809829.0011,184.0,3802.0,46011.0,3546.0,209.0,0.0589396503102086,22.720845974899728,437.8702164510567
BioBot,Municipal,SESD-Peabody/Salem Pump,777002.4525336619,4,Detected,2023-11-04,copies/L,Salem,MA,Essex,2024-02-29,2023-10-29,2023-11-04,Race and Hispanic ethnicity,"White, not Hispanic",4826116.28353641,0.686511133151993,19.746726850553102,18820.0,389.96159425751256,24,0.4972942753549575,312,6.464825579614449,23.0,1532.0,Essex,809829.0011,184.0,3802.0,46011.0,3546.0,209.0,0.0589396503102086,22.720845974899728,437.8702164510567
BioBot,Municipal,SESD-Peabody/Salem Pump,777002.4525336619,4,Detected,2023-11-04,copies/L,Salem,MA,Essex,2024-02-29,2023-10-29,2023-11-04,Race and Hispanic ethnicity,Unknown race,0.0,0.0,0.0,14479.0,0.0,0,0.0,1,0.0,23.0,1532.0,Essex,809829.0011,184.0,3802.0,46011.0,3546.0,209.0,0.0589396503102086,22.720845974899728,437.8702164510567
BioBot,Municipal,SESD-Peabody/Salem Pump,777002.4525336619,4,Detected,2023-11-04,copies/L,Salem,MA,Essex,2024-02-29,2023-10-29,2023-11-04,Reported sex or gender,Female,3618900.25598128,0.0514786,34.15402228776967,26577.0,734.3943772993969,18,0.497388674093733,210,5.802867864426886,23.0,1532.0,Essex,809829.0011,184.0,3802.0,46011.0,3546.0,209.0,0.0589396503102086,22.720845974899728,437.8702164510567
BioBot,Municipal,SESD-Peabody/Salem Pump,777002.4525336619,4,Detected,2023-11-04,copies/L,Salem,MA,Essex,2024-02-29,2023-10-29,2023-11-04,Reported sex or gender,Male,3411016.74096262,0.0485214,24.596771687588568,18302.0,536.5555606987436,11,0.3224844917323888,177,5.189068639693893,23.0,1532.0,Essex,809829.0011,184.0,3802.0,46011.0,3546.0,209.0,0.0589396503102086,22.720845974899728,437.8702164510567
BioBot,Municipal,SESD-Peabody/Salem Pump,777002.4525336619,4,Detected,2023-11-04,copies/L,Salem,MA,Essex,2024-02-29,2023-10-29,2023-11-04,Reported sex or gender,Transgender,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,23.0,1532.0,Essex,809829.0011,184.0,3802.0,46011.0,3546.0,209.0,0.0589396503102086,22.720845974899728,437.8702164510567
BioBot,Municipal,SESD-Peabody/Salem Pump,777002.4525336619,4,Detected,2023-11-04,copies/L,Salem,MA,Essex,2024-02-29,2023-10-29,2023-11-04,Reported sex or gender,Unknown sex,0.0,0.0,0.0,953.0,0.0,0,0.0,0,0.0,23.0,1532.0,Essex,809829.0011,184.0,3802.0,46011.0,3546.0,209.0,0.0589396503102086,22.720845974899728,437.8702164510567
BioBot,Municipal,SESD-Peabody/Salem Pump,777002.4525336619,4,Detected,2023-11-04,copies/L,Salem,MA,Essex,2024-02-29,2023-10-29,2023-11-04,Age,<5 years,356878.9331,0.050765739,54.92058561637747,3947.0,1105.977303203275,0,0.0,0,0.0,23.0,1532.0,Essex,809829.0011,184.0,3802.0,46011.0,3546.0,209.0,0.0589396503102086,22.720845974899728,437.8702164510567
BioBot,Municipal,SESD-Peabody/Salem Pump,777002.4525336619,4,Detected,2023-11-04,copies/L,Salem,MA,Essex,2024-02-29,2023-10-29,2023-11-04,Age,5-19 years,1208696.36,0.171936078,16.794954193458477,4055.0,335.4854150466706,0,0.0,1,0.0827337644997954,23.0,1532.0,Essex,809829.0011,184.0,3802.0,46011.0,3546.0,209.0,0.0589396503102086,22.720845974899728,437.8702164510567
BioBot,Municipal,SESD-Peabody/Salem Pump,777002.4525336619,4,Detected,2023-11-04,copies/L,Salem,MA,Essex,2024-02-29,2023-10-29,2023-11-04,Age,20-34 years,1510757.646,0.214904052,16.547988399192917,7123.0,471.48528546980464,0,0.0,2,0.1323839071935433,23.0,1532.0,Essex,809829.0011,184.0,3802.0,46011.0,3546.0,209.0,0.0589396503102086,22.720845974899728,437.8702164510567
BioBot,Municipal,SESD-Peabody/Salem Pump,777002.4525336619,4,Detected,2023-11-04,copies/L,Salem,MA,Essex,2024-02-29,2023-10-29,2023-11-04,Age,35-49 years,1307950.041,0.186054834,21.789823086981347,6425.0,491.2267134521234,0,0.0,5,0.3822775980172166,23.0,1532.0,Essex,809829.0011,184.0,3802.0,46011.0,3546.0,209.0,0.0589396503102086,22.720845974899728,437.8702164510567
BioBot,Municipal,SESD-Peabody/Salem Pump,777002.4525336619,4,Detected,2023-11-04,copies/L,Salem,MA,Essex,2024-02-29,2023-10-29,2023-11-04,Age,50-64 years,1444570.402,0.20548897,25.54392638040496,8222.0,569.1657525736846,2,0.1384494654764496,23,1.5921688529791709,23.0,1532.0,Essex,809829.0011,184.0,3802.0,46011.0,3546.0,209.0,0.0589396503102086,22.720845974899728,437.8702164510567
BioBot,Municipal,SESD-Peabody/Salem Pump,777002.4525336619,4,Detected,2023-11-04,copies/L,Salem,MA,Essex,2024-02-29,2023-10-29,2023-11-04,Age,65-79 years,899365.7143,0.127934045,50.146452419639445,9491.0,1055.299290276714,10,1.1118947321427817,112,12.453220999999155,23.0,1532.0,Essex,809829.0011,184.0,3802.0,46011.0,3546.0,209.0,0.0589396503102086,22.720845974899728,437.8702164510567
BioBot,Municipal,SESD-Peabody/Salem Pump,777002.4525336619,4,Detected,2023-11-04,copies/L,Salem,MA,Essex,2024-02-29,2023-10-29,2023-11-04,Age,80+ years,301697.9003,0.042916282,121.97632122532876,6571.0,2178.0065401403126,17,5.634775708778774,244,80.8756042907071,23.0,1532.0,Essex,809829.0011,184.0,3802.0,46011.0,3546.0,209.0,0.0589396503102086,22.720845974899728,437.8702164510567
BioBot,Municipal,SESD-Peabody/Salem Pump,777002.4525336619,4,Detected,2023-11-04,copies/L,Salem,MA,Essex,2024-02-29,2023-10-29,2023-11-04,Age,Unknown age,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,23.0,1532.0,Essex,809829.0011,184.0,3802.0,46011.0,3546.0,209.0,0.0589396503102086,22.720845974899728,437.8702164510567
BioBot,Municipal,South Hadley Div. of WPC,198635.0752142214,4,Detected,2023-08-30,copies/L,Chicopee,MA,Hampden,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Fitchburg Public Works,2262213.788479857,4,Detected,2023-09-28,copies/L,Fitchburg,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Pittsfield WWTP,648582.228325133,4,Detected,2023-09-01,copies/L,Pittsfield,MA,Berkshire,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Northern,2205809.256237758,7,Detected,2023-12-27,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,South Hadley Div. of WPC,109318.31215750001,4,Detected,2023-07-17,copies/L,Chicopee,MA,Hampden,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,SESD-Peabody/Salem Pump,1596197.1299576317,4,Detected,2023-12-12,copies/L,Salem,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,SESD-Peabody/Salem Pump,819055.5091358469,4,Detected,2023-09-19,copies/L,Salem,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Greater Lawrence Sanitary District,2334376.445614595,4,Detected,2024-02-13,copies/L,North Andover,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Northern,583346.3588097628,7,Detected,2023-11-30,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Southern,2407784.342903746,7,Detected,2023-12-31,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Athol WWTP,4372435.131827492,4,Detected,2023-12-14,copies/L,Athol,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Leominster Headworks,447070.83905,2,Detected,2023-07-20,copies/L,Leominster,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Southern,502917.71530245664,3,Detected,2023-08-05,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-30,2023-08-05,Race and Hispanic ethnicity,"Hispanic, all races",878944.17459859,0.125029097069096,30.604901627893614,971.0,110.47345531853048,0,0.0,3,0.3413186055155422,2.0,1234.0,Suffolk,797935.9991,153.0,528.0,7616.0,1614.0,166.0,0.1028500619578686,19.17447015457007,202.27186163056268
BioBot,Municipal,MWRA Southern,502917.71530245664,3,Detected,2023-08-05,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-30,2023-08-05,Race and Hispanic ethnicity,"Asian, not Hispanic",510096.11066676,0.0725607586673517,9.213949884574706,196.0,38.42413143354558,0,0.0,1,0.1960414869058448,2.0,1234.0,Suffolk,797935.9991,153.0,528.0,7616.0,1614.0,166.0,0.1028500619578686,19.17447015457007,202.27186163056268
BioBot,Municipal,MWRA Southern,502917.71530245664,3,Detected,2023-08-05,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-30,2023-08-05,Race and Hispanic ethnicity,"Black or African-American, not Hispanic",476930.24482827,0.0678429411094903,25.999609239428533,377.0,79.04719905858514,0,0.0,0,0.0,2.0,1234.0,Suffolk,797935.9991,153.0,528.0,7616.0,1614.0,166.0,0.1028500619578686,19.17447015457007,202.27186163056268
BioBot,Municipal,MWRA Southern,502917.71530245664,3,Detected,2023-08-05,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-30,2023-08-05,Race and Hispanic ethnicity,"Alaskan Native or American Indian, not Hispanic",9939.37961473,0.001413868701302,0.0,0.0,0.0,0,0.0,1-4,0.0,2.0,1234.0,Suffolk,797935.9991,153.0,528.0,7616.0,1614.0,166.0,0.1028500619578686,19.17447015457007,202.27186163056268
BioBot,Municipal,MWRA Southern,502917.71530245664,3,Detected,2023-08-05,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-30,2023-08-05,Race and Hispanic ethnicity,"Other race, not Hispanic",0.0,0.0,0.0,205.0,0.0,0,0.0,4,0.0,2.0,1234.0,Suffolk,797935.9991,153.0,528.0,7616.0,1614.0,166.0,0.1028500619578686,19.17447015457007,202.27186163056268
BioBot,Municipal,MWRA Southern,502917.71530245664,3,Detected,2023-08-05,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-30,2023-08-05,Race and Hispanic ethnicity,"Native Hawaiian or Pacific Islander, not Hispanic",1841.11872003,0.0002618976469893,0.0,0.0,0.0,0,0.0,0,0.0,2.0,1234.0,Suffolk,797935.9991,153.0,528.0,7616.0,1614.0,166.0,0.1028500619578686,19.17447015457007,202.27186163056268
BioBot,Municipal,MWRA Southern,502917.71530245664,3,Detected,2023-08-05,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-30,2023-08-05,Race and Hispanic ethnicity,"White, not Hispanic",4826116.28353641,0.686511133151993,12.805327590390158,2419.0,50.12311883681844,2,0.0414411896129131,25,0.5180148701614141,2.0,1234.0,Suffolk,797935.9991,153.0,528.0,7616.0,1614.0,166.0,0.1028500619578686,19.17447015457007,202.27186163056268
BioBot,Municipal,MWRA Southern,502917.71530245664,3,Detected,2023-08-05,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-30,2023-08-05,Race and Hispanic ethnicity,Unknown race,0.0,0.0,0.0,2019.0,0.0,0,0.0,0,0.0,2.0,1234.0,Suffolk,797935.9991,153.0,528.0,7616.0,1614.0,166.0,0.1028500619578686,19.17447015457007,202.27186163056268
BioBot,Municipal,MWRA Southern,502917.71530245664,3,Detected,2023-08-05,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-30,2023-08-05,Reported sex or gender,Female,3618900.25598128,0.0514786,27.964296565714324,3608.0,99.69879645167715,1,0.0276327041163185,17,0.4697559699774146,2.0,1234.0,Suffolk,797935.9991,153.0,528.0,7616.0,1614.0,166.0,0.1028500619578686,19.17447015457007,202.27186163056268
BioBot,Municipal,MWRA Southern,502917.71530245664,3,Detected,2023-08-05,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-30,2023-08-05,Reported sex or gender,Male,3411016.74096262,0.0485214,19.994038487408112,2453.0,71.91404165632271,1,0.0293167719756717,17,0.4983851235864191,2.0,1234.0,Suffolk,797935.9991,153.0,528.0,7616.0,1614.0,166.0,0.1028500619578686,19.17447015457007,202.27186163056268
BioBot,Municipal,MWRA Southern,502917.71530245664,3,Detected,2023-08-05,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-30,2023-08-05,Reported sex or gender,Transgender,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,2.0,1234.0,Suffolk,797935.9991,153.0,528.0,7616.0,1614.0,166.0,0.1028500619578686,19.17447015457007,202.27186163056268
BioBot,Municipal,MWRA Southern,502917.71530245664,3,Detected,2023-08-05,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-30,2023-08-05,Reported sex or gender,Unknown sex,0.0,0.0,0.0,130.0,0.0,0,0.0,0,0.0,2.0,1234.0,Suffolk,797935.9991,153.0,528.0,7616.0,1614.0,166.0,0.1028500619578686,19.17447015457007,202.27186163056268
BioBot,Municipal,MWRA Southern,502917.71530245664,3,Detected,2023-08-05,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-30,2023-08-05,Age,<5 years,356878.9331,0.050765739,33.62484833655764,490.0,137.3014640409437,0,0.0,0,0.0,2.0,1234.0,Suffolk,797935.9991,153.0,528.0,7616.0,1614.0,166.0,0.1028500619578686,19.17447015457007,202.27186163056268
BioBot,Municipal,MWRA Southern,502917.71530245664,3,Detected,2023-08-05,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-30,2023-08-05,Age,5-19 years,1208696.36,0.171936078,8.852512801478115,380.0,31.43883050992228,0,0.0,0,0.0,2.0,1234.0,Suffolk,797935.9991,153.0,528.0,7616.0,1614.0,166.0,0.1028500619578686,19.17447015457007,202.27186163056268
BioBot,Municipal,MWRA Southern,502917.71530245664,3,Detected,2023-08-05,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-30,2023-08-05,Age,20-34 years,1510757.646,0.214904052,19.460434357450872,1050.0,69.50155127661026,0,0.0,0,0.0,2.0,1234.0,Suffolk,797935.9991,153.0,528.0,7616.0,1614.0,166.0,0.1028500619578686,19.17447015457007,202.27186163056268
BioBot,Municipal,MWRA Southern,502917.71530245664,3,Detected,2023-08-05,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-30,2023-08-05,Age,35-49 years,1307950.041,0.186054834,20.18425717530904,917.0,70.10971147635753,0,0.0,1,0.0764555196034433,2.0,1234.0,Suffolk,797935.9991,153.0,528.0,7616.0,1614.0,166.0,0.1028500619578686,19.17447015457007,202.27186163056268
BioBot,Municipal,MWRA Southern,502917.71530245664,3,Detected,2023-08-05,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-30,2023-08-05,Age,50-64 years,1444570.402,0.20548897,22.151914476231944,1154.0,79.88534157991145,1,0.0692247327382248,2,0.1384494654764496,2.0,1234.0,Suffolk,797935.9991,153.0,528.0,7616.0,1614.0,166.0,0.1028500619578686,19.17447015457007,202.27186163056268
BioBot,Municipal,MWRA Southern,502917.71530245664,3,Detected,2023-08-05,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-30,2023-08-05,Age,65-79 years,899365.7143,0.127934045,44.36459981249699,1322.0,146.99248358927574,0,0.0,7,0.7783263124999472,2.0,1234.0,Suffolk,797935.9991,153.0,528.0,7616.0,1614.0,166.0,0.1028500619578686,19.17447015457007,202.27186163056268
BioBot,Municipal,MWRA Southern,502917.71530245664,3,Detected,2023-08-05,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-30,2023-08-05,Age,80+ years,301697.9003,0.042916282,77.89248773900069,879.0,291.351049883326,1,0.3314573946340455,24,7.9549774712170915,2.0,1234.0,Suffolk,797935.9991,153.0,528.0,7616.0,1614.0,166.0,0.1028500619578686,19.17447015457007,202.27186163056268
BioBot,Municipal,MWRA Southern,502917.71530245664,3,Detected,2023-08-05,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-30,2023-08-05,Age,Unknown age,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,2.0,1234.0,Suffolk,797935.9991,153.0,528.0,7616.0,1614.0,166.0,0.1028500619578686,19.17447015457007,202.27186163056268
BioBot,Municipal,MWRA Southern,735864.5750254933,7,Detected,2023-09-28,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,South Hadley Div. of WPC,1853722.0773276147,4,Detected,2024-02-02,copies/L,Chicopee,MA,Hampden,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Whitman,230373.49560000002,4,Detected,2023-07-13,copies/L,Brockton,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Lynn WWTF,575438.239060464,3,Detected,2023-08-24,copies/L,Lynn,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Northern,1075998.4792883277,7,Detected,2023-12-15,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,S.Deerfield WWTP,1181533.8226229644,3,Detected,2023-12-20,copies/L,Deerfield,MA,Franklin,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,South Hadley Div. of WPC,960508.5916163189,4,Detected,2023-11-24,copies/L,Chicopee,MA,Hampden,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Upper Blackstone Clean Water,974837.6953750341,4,Detected,2023-09-19,copies/L,Worcester,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Whitman,3394102.7235604594,4,Detected,2024-02-08,copies/L,Brockton,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Montague Clean Water Facility,2116407.4448244744,4,Detected,2024-01-24,copies/L,Montague,MA,Franklin,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Haverhill WWTP,327009.68176666665,3,Detected,2023-07-18,copies/L,Haverhill,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Billerica Treatment Plant,1582587.7684472362,2,Detected,2023-11-29,copies/L,Billerica,MA,Middlesex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Springfield WWTP,399201.0864137057,2,Detected,2023-10-12,copies/L,Agawam,MA,Hampden,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Springfield WWTP,401844.92850000004,2,Detected,2023-07-27,copies/L,Agawam,MA,Hampden,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Pittsfield WWTP,1095366.7107577939,4,Detected,2024-02-23,copies/L,Pittsfield,MA,Berkshire,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Springfield WWTP,582157.5015198454,2,Detected,2023-08-24,copies/L,Agawam,MA,Hampden,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Whitman,1164096.4959879154,3,Detected,2023-09-20,copies/L,Brockton,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Southern,801060.0754441551,7,Detected,2023-10-06,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Springfield WWTP,388120.7399940193,2,Detected,2023-08-03,copies/L,Agawam,MA,Hampden,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,South Hadley Div. of WPC,418702.8201075614,4,Detected,2023-10-11,copies/L,Chicopee,MA,Hampden,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Southern,351573.33983977133,3,Detected,2023-08-12,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-06,2023-08-12,Race and Hispanic ethnicity,"Hispanic, all races",878944.17459859,0.125029097069096,41.41332413588579,1335.0,151.88677945441628,4,0.455091474020723,7,0.7964100795362652,14.0,1674.0,Suffolk,797935.9991,199.0,727.0,9388.0,1772.0,211.0,0.1190744920993228,24.93934353437545,222.07294845685075
BioBot,Municipal,MWRA Southern,351573.33983977133,3,Detected,2023-08-12,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-06,2023-08-12,Race and Hispanic ethnicity,"Asian, not Hispanic",510096.11066676,0.0725607586673517,11.370406240539,254.0,49.79453767408459,0,0.0,1,0.1960414869058448,14.0,1674.0,Suffolk,797935.9991,199.0,727.0,9388.0,1772.0,211.0,0.1190744920993228,24.93934353437545,222.07294845685075
BioBot,Municipal,MWRA Southern,351573.33983977133,3,Detected,2023-08-12,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-06,2023-08-12,Race and Hispanic ethnicity,"Black or African-American, not Hispanic",476930.24482827,0.0678429411094903,33.967231425705016,539.0,113.01443048429014,0,0.0,0,0.0,14.0,1674.0,Suffolk,797935.9991,199.0,727.0,9388.0,1772.0,211.0,0.1190744920993228,24.93934353437545,222.07294845685075
BioBot,Municipal,MWRA Southern,351573.33983977133,3,Detected,2023-08-12,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-06,2023-08-12,Race and Hispanic ethnicity,"Alaskan Native or American Indian, not Hispanic",9939.37961473,0.001413868701302,50.304950548322765,9.0,90.54891098698096,0,0.0,1-4,0.0,14.0,1674.0,Suffolk,797935.9991,199.0,727.0,9388.0,1772.0,211.0,0.1190744920993228,24.93934353437545,222.07294845685075
BioBot,Municipal,MWRA Southern,351573.33983977133,3,Detected,2023-08-12,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-06,2023-08-12,Race and Hispanic ethnicity,"Other race, not Hispanic",0.0,0.0,0.0,285.0,0.0,0,0.0,4,0.0,14.0,1674.0,Suffolk,797935.9991,199.0,727.0,9388.0,1772.0,211.0,0.1190744920993228,24.93934353437545,222.07294845685075
BioBot,Municipal,MWRA Southern,351573.33983977133,3,Detected,2023-08-12,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-06,2023-08-12,Race and Hispanic ethnicity,"Native Hawaiian or Pacific Islander, not Hispanic",1841.11872003,0.0002618976469893,0.0,0.0,0.0,0,0.0,0,0.0,14.0,1674.0,Suffolk,797935.9991,199.0,727.0,9388.0,1772.0,211.0,0.1190744920993228,24.93934353437545,222.07294845685075
BioBot,Municipal,MWRA Southern,351573.33983977133,3,Detected,2023-08-12,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-06,2023-08-12,Race and Hispanic ethnicity,"White, not Hispanic",4826116.28353641,0.686511133151993,18.02691748161721,3289.0,68.15003631843564,17,0.3522501117097616,42,0.8702649818711758,14.0,1674.0,Suffolk,797935.9991,199.0,727.0,9388.0,1772.0,211.0,0.1190744920993228,24.93934353437545,222.07294845685075
BioBot,Municipal,MWRA Southern,351573.33983977133,3,Detected,2023-08-12,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-06,2023-08-12,Race and Hispanic ethnicity,Unknown race,0.0,0.0,0.0,2837.0,0.0,0,0.0,0,0.0,14.0,1674.0,Suffolk,797935.9991,199.0,727.0,9388.0,1772.0,211.0,0.1190744920993228,24.93934353437545,222.07294845685075
BioBot,Municipal,MWRA Southern,351573.33983977133,3,Detected,2023-08-12,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-06,2023-08-12,Reported sex or gender,Female,3618900.25598128,0.0514786,38.02260086405426,4984.0,137.72139731573142,10,0.276327041163185,27,0.7460830111405996,14.0,1674.0,Suffolk,797935.9991,199.0,727.0,9388.0,1772.0,211.0,0.1190744920993228,24.93934353437545,222.07294845685075
