Tester,Site type,Name of Sampling Location,7 day average of SARS-CoV-2 concentration,Number of samples in the last 7 days,SARS-CoV-2 Detected,Sample collection date,Units (measuring concentration),City of sampling location,State of sampling location,County of sampling location,Date data last updated,Week Start Date,Week End Date,Group,Subgroup,Estimated population,Percent of the population,Week case rate,Cumulative cases,Cumulative case rate,Deaths during this week,Week death rate,Cumulative deaths,Cumulative death rate,Confirmed deaths,Confirmed cases,County,Population,Cases during this week_y,Cumulative confirmed cases,Cumulative tests,Tests during the week,Positive tests the week,Week percent positivity,Weekly case rate,Weekly testing rate
BioBot,Municipal,South Hadley Div. of WPC,1582866.4740808627,3,Detected,2024-01-13,copies/L,Chicopee,MA,Hampden,2024-02-29,2024-01-07,2024-01-13,Race and Hispanic ethnicity,"Asian, not Hispanic",510096.11066676,0.0725607586673517,32.346845339464394,2723.0,533.8209688446154,0,0.0,15,2.940622303587672,50.0,4576.0,Hampden,465824.9991,401.0,6022.0,79367.0,3563.0,425.0,0.1192815043502666,86.08382993071528,764.8795163170537
BioBot,Municipal,South Hadley Div. of WPC,1582866.4740808627,3,Detected,2024-01-13,copies/L,Chicopee,MA,Hampden,2024-02-29,2024-01-07,2024-01-13,Race and Hispanic ethnicity,"Black or African-American, not Hispanic",476930.24482827,0.0678429411094903,82.61166161560357,5326.0,1116.7251516870674,1,0.2096742680599075,15,3.1451140208986126,50.0,4576.0,Hampden,465824.9991,401.0,6022.0,79367.0,3563.0,425.0,0.1192815043502666,86.08382993071528,764.8795163170537
BioBot,Municipal,South Hadley Div. of WPC,1582866.4740808627,3,Detected,2024-01-13,copies/L,Chicopee,MA,Hampden,2024-02-29,2024-01-07,2024-01-13,Race and Hispanic ethnicity,"Alaskan Native or American Indian, not Hispanic",9939.37961473,0.001413868701302,70.42693076765187,76.0,764.635248334506,0,0.0,1-4,0.0,50.0,4576.0,Hampden,465824.9991,401.0,6022.0,79367.0,3563.0,425.0,0.1192815043502666,86.08382993071528,764.8795163170537
BioBot,Municipal,South Hadley Div. of WPC,1582866.4740808627,3,Detected,2024-01-13,copies/L,Chicopee,MA,Hampden,2024-02-29,2024-01-07,2024-01-13,Race and Hispanic ethnicity,"Other race, not Hispanic",0.0,0.0,0.0,3575.0,0.0,2,0.0,26,0.0,50.0,4576.0,Hampden,465824.9991,401.0,6022.0,79367.0,3563.0,425.0,0.1192815043502666,86.08382993071528,764.8795163170537
BioBot,Municipal,South Hadley Div. of WPC,1582866.4740808627,3,Detected,2024-01-13,copies/L,Chicopee,MA,Hampden,2024-02-29,2024-01-07,2024-01-13,Race and Hispanic ethnicity,"Native Hawaiian or Pacific Islander, not Hispanic",1841.11872003,0.0002618976469893,0.0,28.0,1520.8144752090595,0,0.0,0,0.0,50.0,4576.0,Hampden,465824.9991,401.0,6022.0,79367.0,3563.0,425.0,0.1192815043502666,86.08382993071528,764.8795163170537
BioBot,Municipal,South Hadley Div. of WPC,1582866.4740808627,3,Detected,2024-01-13,copies/L,Chicopee,MA,Hampden,2024-02-29,2024-01-07,2024-01-13,Race and Hispanic ethnicity,"White, not Hispanic",4826116.28353641,0.686511133151993,48.6105154159471,38981.0,807.7095061504833,42,0.8702649818711758,618,12.805327590390158,50.0,4576.0,Hampden,465824.9991,401.0,6022.0,79367.0,3563.0,425.0,0.1192815043502666,86.08382993071528,764.8795163170537
BioBot,Municipal,South Hadley Div. of WPC,1582866.4740808627,3,Detected,2024-01-13,copies/L,Chicopee,MA,Hampden,2024-02-29,2024-01-07,2024-01-13,Race and Hispanic ethnicity,Unknown race,0.0,0.0,0.0,29478.0,0.0,0,0.0,1,0.0,50.0,4576.0,Hampden,465824.9991,401.0,6022.0,79367.0,3563.0,425.0,0.1192815043502666,86.08382993071528,764.8795163170537
BioBot,Municipal,South Hadley Div. of WPC,1582866.4740808627,3,Detected,2024-01-13,copies/L,Chicopee,MA,Hampden,2024-02-29,2024-01-07,2024-01-13,Reported sex or gender,Female,3618900.25598128,0.0514786,92.23796634027116,54387.0,1502.8598787742144,30,0.8289811234895551,393,10.859652717713171,50.0,4576.0,Hampden,465824.9991,401.0,6022.0,79367.0,3563.0,425.0,0.1192815043502666,86.08382993071528,764.8795163170537
BioBot,Municipal,South Hadley Div. of WPC,1582866.4740808627,3,Detected,2024-01-13,copies/L,Chicopee,MA,Hampden,2024-02-29,2024-01-07,2024-01-13,Reported sex or gender,Male,3411016.74096262,0.0485214,72.52969386781183,38277.0,1122.158080912786,22,0.6449689834647777,353,10.348820507412116,50.0,4576.0,Hampden,465824.9991,401.0,6022.0,79367.0,3563.0,425.0,0.1192815043502666,86.08382993071528,764.8795163170537
BioBot,Municipal,South Hadley Div. of WPC,1582866.4740808627,3,Detected,2024-01-13,copies/L,Chicopee,MA,Hampden,2024-02-29,2024-01-07,2024-01-13,Reported sex or gender,Transgender,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,50.0,4576.0,Hampden,465824.9991,401.0,6022.0,79367.0,3563.0,425.0,0.1192815043502666,86.08382993071528,764.8795163170537
BioBot,Municipal,South Hadley Div. of WPC,1582866.4740808627,3,Detected,2024-01-13,copies/L,Chicopee,MA,Hampden,2024-02-29,2024-01-07,2024-01-13,Reported sex or gender,Unknown sex,0.0,0.0,0.0,1651.0,0.0,0,0.0,0,0.0,50.0,4576.0,Hampden,465824.9991,401.0,6022.0,79367.0,3563.0,425.0,0.1192815043502666,86.08382993071528,764.8795163170537
BioBot,Municipal,South Hadley Div. of WPC,1582866.4740808627,3,Detected,2024-01-13,copies/L,Chicopee,MA,Hampden,2024-02-29,2024-01-07,2024-01-13,Age,<5 years,356878.9331,0.050765739,172.04714065538658,8532.0,2390.726716729248,0,0.0,0,0.0,50.0,4576.0,Hampden,465824.9991,401.0,6022.0,79367.0,3563.0,425.0,0.1192815043502666,86.08382993071528,764.8795163170537
BioBot,Municipal,South Hadley Div. of WPC,1582866.4740808627,3,Detected,2024-01-13,copies/L,Chicopee,MA,Hampden,2024-02-29,2024-01-07,2024-01-13,Age,5-19 years,1208696.36,0.171936078,58.57550526585519,8943.0,739.8880559216708,0,0.0,1,0.0827337644997954,50.0,4576.0,Hampden,465824.9991,401.0,6022.0,79367.0,3563.0,425.0,0.1192815043502666,86.08382993071528,764.8795163170537
BioBot,Municipal,South Hadley Div. of WPC,1582866.4740808627,3,Detected,2024-01-13,copies/L,Chicopee,MA,Hampden,2024-02-29,2024-01-07,2024-01-13,Age,20-34 years,1510757.646,0.214904052,55.73362492848175,14110.0,933.9684652504484,0,0.0,4,0.2647678143870867,50.0,4576.0,Hampden,465824.9991,401.0,6022.0,79367.0,3563.0,425.0,0.1192815043502666,86.08382993071528,764.8795163170537
BioBot,Municipal,South Hadley Div. of WPC,1582866.4740808627,3,Detected,2024-01-13,copies/L,Chicopee,MA,Hampden,2024-02-29,2024-01-07,2024-01-13,Age,35-49 years,1307950.041,0.186054834,64.60491406490961,13616.0,1041.0183549204844,0,0.0,8,0.6116441568275466,50.0,4576.0,Hampden,465824.9991,401.0,6022.0,79367.0,3563.0,425.0,0.1192815043502666,86.08382993071528,764.8795163170537
BioBot,Municipal,South Hadley Div. of WPC,1582866.4740808627,3,Detected,2024-01-13,copies/L,Chicopee,MA,Hampden,2024-02-29,2024-01-07,2024-01-13,Age,50-64 years,1444570.402,0.20548897,76.28565547752376,17042.0,1179.7278953248276,7,0.4845731291675738,53,3.668910835125916,50.0,4576.0,Hampden,465824.9991,401.0,6022.0,79367.0,3563.0,425.0,0.1192815043502666,86.08382993071528,764.8795163170537
BioBot,Municipal,South Hadley Div. of WPC,1582866.4740808627,3,Detected,2024-01-13,copies/L,Chicopee,MA,Hampden,2024-02-29,2024-01-07,2024-01-13,Age,65-79 years,899365.7143,0.127934045,119.52868370534904,19176.0,2132.169338356998,13,1.445463151785616,208,23.127410428569856,50.0,4576.0,Hampden,465824.9991,401.0,6022.0,79367.0,3563.0,425.0,0.1192815043502666,86.08382993071528,764.8795163170537
BioBot,Municipal,South Hadley Div. of WPC,1582866.4740808627,3,Detected,2024-01-13,copies/L,Chicopee,MA,Hampden,2024-02-29,2024-01-07,2024-01-13,Age,80+ years,301697.9003,0.042916282,236.3291223740744,12897.0,4274.8060185952845,32,10.606636628289456,472,156.44789026726946,50.0,4576.0,Hampden,465824.9991,401.0,6022.0,79367.0,3563.0,425.0,0.1192815043502666,86.08382993071528,764.8795163170537
BioBot,Municipal,South Hadley Div. of WPC,1582866.4740808627,3,Detected,2024-01-13,copies/L,Chicopee,MA,Hampden,2024-02-29,2024-01-07,2024-01-13,Age,Unknown age,0.0,0.0,0.0,2.0,0.0,0,0.0,0,0.0,50.0,4576.0,Hampden,465824.9991,401.0,6022.0,79367.0,3563.0,425.0,0.1192815043502666,86.08382993071528,764.8795163170537
BioBot,Municipal,Greater Lawrence Sanitary District,532757.8784063716,3,Detected,2023-10-30,copies/L,North Andover,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Sunderland WWTP,1560855.9045228034,1,Detected,2023-10-25,copies/L,Sunderland,MA,Franklin,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Southern,283446.9513,3,Detected,2023-07-18,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Grafton Headworks,321780.57075,2,Detected,2023-07-24,copies/L,South Grafton,MA,Middlesex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Northern,410614.7443584373,3,Detected,2023-08-22,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Upper Blackstone Clean Water,684990.301777438,4,Detected,2023-08-21,copies/L,Worcester,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Sunderland WWTP,655777.2467792495,1,Detected,2023-11-15,copies/L,Sunderland,MA,Franklin,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Surfside WTF,815186.9256152059,2,Detected,2023-10-02,copies/L,Nantucket,MA,Nantucket,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Pittsfield WWTP,14151821.824259285,5,Detected,2024-01-08,copies/L,Pittsfield,MA,Berkshire,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Brockton/ Abington,2066563.319016363,2,Detected,2024-01-18,copies/L,Brockton,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Hadley WWTP,1576111.7617894933,2,Detected,2023-12-12,copies/L,Chicopee,MA,Hampden,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Fall River WWTP,413206.51673002663,3,Detected,2023-11-27,copies/L,Fall River,MA,Bristol,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Wareham WPCF,927092.9930313767,4,Detected,2024-01-22,copies/L,Wareham,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Athol WWTP,947327.965535223,3,Detected,2023-10-17,copies/L,Athol,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Upper Blackstone Clean Water,2347898.698111213,4,Detected,2023-10-02,copies/L,Worcester,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Haverhill WWTP,758977.179218252,2,Detected,2023-09-25,copies/L,Haverhill,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Hadley WWTP,343259.2746120844,2,Detected,2023-11-14,copies/L,Chicopee,MA,Hampden,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Montague Clean Water Facility,182317.60419699014,2,Detected,2023-09-05,copies/L,Montague,MA,Franklin,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Upper Blackstone Clean Water,933968.8013670746,3,Detected,2024-02-20,copies/L,Worcester,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Whitman,1191232.3580953528,4,Detected,2023-08-28,copies/L,Brockton,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Athol WWTP,326529.57831261616,3,Detected,2023-10-16,copies/L,Athol,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MFN Regional Wastewater District,383995.50075516,2,Detected,2023-11-10,copies/L,Norton,MA,Bristol,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Greater Lawrence Sanitary District,1928141.9404905932,4,Detected,2023-12-18,copies/L,North Andover,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Billerica Treatment Plant,1825605.1278995404,2,Detected,2024-01-08,copies/L,Billerica,MA,Middlesex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Billerica Treatment Plant,627454.1666769702,1,Detected,2023-08-30,copies/L,Billerica,MA,Middlesex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Fall River WWTP,285958.86567640066,4,Detected,2023-08-14,copies/L,Fall River,MA,Bristol,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Uxbridge WWTF,579157.6144416818,3,Detected,2023-09-14,copies/L,Uxbridge,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Plymouth Headworks Influent,2769083.8421453456,1,Detected,2023-12-27,copies/L,Plymouth,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,South Hadley Div. of WPC,236834.6189374533,4,Detected,2023-09-16,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-09-10,2023-09-16,Race and Hispanic ethnicity,"Hispanic, all races",878944.17459859,0.125029097069096,64.28167070542712,3786.0,430.7440801606143,2,0.2275457370103615,19,2.161684501598434,26.0,2686.0,Hampden,465824.9991,197.0,1297.0,22983.0,2733.0,204.0,0.0746432491767288,42.29055984127409,586.7010154629547
BioBot,Municipal,South Hadley Div. of WPC,236834.6189374533,4,Detected,2023-09-16,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-09-10,2023-09-16,Race and Hispanic ethnicity,"Asian, not Hispanic",510096.11066676,0.0725607586673517,28.426015601347498,806.0,158.00943844611092,0,0.0,4,0.7841659476233793,26.0,2686.0,Hampden,465824.9991,197.0,1297.0,22983.0,2733.0,204.0,0.0746432491767288,42.29055984127409,586.7010154629547
BioBot,Municipal,South Hadley Div. of WPC,236834.6189374533,4,Detected,2023-09-16,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-09-10,2023-09-16,Race and Hispanic ethnicity,"Black or African-American, not Hispanic",476930.24482827,0.0678429411094903,46.33801324123956,1554.0,325.83381256509625,0,0.0,1,0.2096742680599075,26.0,2686.0,Hampden,465824.9991,197.0,1297.0,22983.0,2733.0,204.0,0.0746432491767288,42.29055984127409,586.7010154629547
BioBot,Municipal,South Hadley Div. of WPC,236834.6189374533,4,Detected,2023-09-16,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-09-10,2023-09-16,Race and Hispanic ethnicity,"Alaskan Native or American Indian, not Hispanic",9939.37961473,0.001413868701302,0.0,18.0,181.09782197396197,0,0.0,1-4,0.0,26.0,2686.0,Hampden,465824.9991,197.0,1297.0,22983.0,2733.0,204.0,0.0746432491767288,42.29055984127409,586.7010154629547
BioBot,Municipal,South Hadley Div. of WPC,236834.6189374533,4,Detected,2023-09-16,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-09-10,2023-09-16,Race and Hispanic ethnicity,"Other race, not Hispanic",0.0,0.0,0.0,951.0,0.0,2,0.0,8,0.0,26.0,2686.0,Hampden,465824.9991,197.0,1297.0,22983.0,2733.0,204.0,0.0746432491767288,42.29055984127409,586.7010154629547
BioBot,Municipal,South Hadley Div. of WPC,236834.6189374533,4,Detected,2023-09-16,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-09-10,2023-09-16,Race and Hispanic ethnicity,"Native Hawaiian or Pacific Islander, not Hispanic",1841.11872003,0.0002618976469893,0.0,8.0,434.5184214883028,0,0.0,0,0.0,26.0,2686.0,Hampden,465824.9991,197.0,1297.0,22983.0,2733.0,204.0,0.0746432491767288,42.29055984127409,586.7010154629547
BioBot,Municipal,South Hadley Div. of WPC,236834.6189374533,4,Detected,2023-09-16,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-09-10,2023-09-16,Race and Hispanic ethnicity,"White, not Hispanic",4826116.28353641,0.686511133151993,30.50071555510407,9720.0,201.40418151875784,25,0.5180148701614141,134,2.77655970406518,26.0,2686.0,Hampden,465824.9991,197.0,1297.0,22983.0,2733.0,204.0,0.0746432491767288,42.29055984127409,586.7010154629547
BioBot,Municipal,South Hadley Div. of WPC,236834.6189374533,4,Detected,2023-09-16,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-09-10,2023-09-16,Race and Hispanic ethnicity,Unknown race,0.0,0.0,0.0,7988.0,0.0,0,0.0,0,0.0,26.0,2686.0,Hampden,465824.9991,197.0,1297.0,22983.0,2733.0,204.0,0.0746432491767288,42.29055984127409,586.7010154629547
BioBot,Municipal,South Hadley Div. of WPC,236834.6189374533,4,Detected,2023-09-16,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-09-10,2023-09-16,Reported sex or gender,Female,3618900.25598128,0.0514786,57.86288241957095,14369.0,397.05432544738056,15,0.4144905617447775,93,2.569841482817621,26.0,2686.0,Hampden,465824.9991,197.0,1297.0,22983.0,2733.0,204.0,0.0746432491767288,42.29055984127409,586.7010154629547
BioBot,Municipal,South Hadley Div. of WPC,236834.6189374533,4,Detected,2023-09-16,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-09-10,2023-09-16,Reported sex or gender,Male,3411016.74096262,0.0485214,46.05664877378027,9943.0,291.4966637541039,14,0.410434807659404,74,2.169441126199707,26.0,2686.0,Hampden,465824.9991,197.0,1297.0,22983.0,2733.0,204.0,0.0746432491767288,42.29055984127409,586.7010154629547
BioBot,Municipal,South Hadley Div. of WPC,236834.6189374533,4,Detected,2023-09-16,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-09-10,2023-09-16,Reported sex or gender,Transgender,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,26.0,2686.0,Hampden,465824.9991,197.0,1297.0,22983.0,2733.0,204.0,0.0746432491767288,42.29055984127409,586.7010154629547
BioBot,Municipal,South Hadley Div. of WPC,236834.6189374533,4,Detected,2023-09-16,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-09-10,2023-09-16,Reported sex or gender,Unknown sex,0.0,0.0,0.0,518.0,0.0,0,0.0,0,0.0,26.0,2686.0,Hampden,465824.9991,197.0,1297.0,22983.0,2733.0,204.0,0.0746432491767288,42.29055984127409,586.7010154629547
BioBot,Municipal,South Hadley Div. of WPC,236834.6189374533,4,Detected,2023-09-16,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-09-10,2023-09-16,Age,<5 years,356878.9331,0.050765739,94.99019655077532,2150.0,602.4451993633244,0,0.0,0,0.0,26.0,2686.0,Hampden,465824.9991,197.0,1297.0,22983.0,2733.0,204.0,0.0746432491767288,42.29055984127409,586.7010154629547
BioBot,Municipal,South Hadley Div. of WPC,236834.6189374533,4,Detected,2023-09-16,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-09-10,2023-09-16,Age,5-19 years,1208696.36,0.171936078,48.48198599688014,2121.0,175.4783145040662,0,0.0,0,0.0,26.0,2686.0,Hampden,465824.9991,197.0,1297.0,22983.0,2733.0,204.0,0.0746432491767288,42.29055984127409,586.7010154629547
BioBot,Municipal,South Hadley Div. of WPC,236834.6189374533,4,Detected,2023-09-16,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-09-10,2023-09-16,Age,20-34 years,1510757.646,0.214904052,42.164274441143554,4173.0,276.21902235932816,0,0.0,1,0.0661919535967716,26.0,2686.0,Hampden,465824.9991,197.0,1297.0,22983.0,2733.0,204.0,0.0746432491767288,42.29055984127409,586.7010154629547
BioBot,Municipal,South Hadley Div. of WPC,236834.6189374533,4,Detected,2023-09-16,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-09-10,2023-09-16,Age,35-49 years,1307950.041,0.186054834,38.457126360532,3554.0,271.7229166706376,0,0.0,2,0.1529110392068866,26.0,2686.0,Hampden,465824.9991,197.0,1297.0,22983.0,2733.0,204.0,0.0746432491767288,42.29055984127409,586.7010154629547
BioBot,Municipal,South Hadley Div. of WPC,236834.6189374533,4,Detected,2023-09-16,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-09-10,2023-09-16,Age,50-64 years,1444570.402,0.20548897,40.9810417810291,4471.0,309.5037800726032,1,0.0692247327382248,12,0.8306967928586979,26.0,2686.0,Hampden,465824.9991,197.0,1297.0,22983.0,2733.0,204.0,0.0746432491767288,42.29055984127409,586.7010154629547
BioBot,Municipal,South Hadley Div. of WPC,236834.6189374533,4,Detected,2023-09-16,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-09-10,2023-09-16,Age,65-79 years,899365.7143,0.127934045,70.49412601785235,5019.0,558.0599660624621,7,0.7783263124999472,44,4.89233682142824,26.0,2686.0,Hampden,465824.9991,197.0,1297.0,22983.0,2733.0,204.0,0.0746432491767288,42.29055984127409,586.7010154629547
BioBot,Municipal,South Hadley Div. of WPC,236834.6189374533,4,Detected,2023-09-16,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-09-10,2023-09-16,Age,80+ years,301697.9003,0.042916282,144.84688145507786,3343.0,1108.062070261614,21,6.960605287314955,108,35.79739862047691,26.0,2686.0,Hampden,465824.9991,197.0,1297.0,22983.0,2733.0,204.0,0.0746432491767288,42.29055984127409,586.7010154629547
BioBot,Municipal,South Hadley Div. of WPC,236834.6189374533,4,Detected,2023-09-16,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-09-10,2023-09-16,Age,Unknown age,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,26.0,2686.0,Hampden,465824.9991,197.0,1297.0,22983.0,2733.0,204.0,0.0746432491767288,42.29055984127409,586.7010154629547
BioBot,Municipal,SESD-Peabody/Salem Pump,3892959.38423166,4,Detected,2024-01-01,copies/L,Salem,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Uxbridge WWTF,2273416.571516093,3,Detected,2023-12-04,copies/L,Uxbridge,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,S.Deerfield WWTP,4740063.520438977,3,Detected,2024-01-04,copies/L,Deerfield,MA,Franklin,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Upper Blackstone Clean Water,1135632.6580727985,4,Detected,2023-09-17,copies/L,Worcester,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Lynn WWTF,275155.3652652036,3,Detected,2023-08-02,copies/L,Lynn,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Brockton/ Abington,496305.63273915346,4,Detected,2023-10-30,copies/L,Brockton,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Athol WWTP,518561.60689892503,4,Detected,2023-11-07,copies/L,Athol,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Montague Clean Water Facility,650669.5501514452,4,Detected,2023-11-21,copies/L,Montague,MA,Franklin,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Greater Lawrence Sanitary District,2172713.3066745535,4,Detected,2024-02-18,copies/L,North Andover,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Haverhill WWTP,330595.523,1,Detected,2023-07-25,copies/L,Haverhill,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Brockton/ Abington,945276.4230821511,4,Detected,2024-02-26,copies/L,Brockton,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Lowell Regional WWTF,701123.0741511157,2,Detected,2023-08-07,copies/L,Lowell,MA,Middlesex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MFN Regional Wastewater District,682838.5414786818,2,Detected,2023-08-14,copies/L,Norton,MA,Bristol,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Chicopee WPC,162987.7187,2,Detected,2023-07-06,copies/L,Chicopee,MA,Hampden,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Southern,421215.6067547915,3,Detected,2023-08-15,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Billerica Treatment Plant,527203.5470948224,1,Detected,2023-10-02,copies/L,Billerica,MA,Middlesex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Lowell Regional WWTF,818113.1546285148,2,Detected,2023-08-30,copies/L,Lowell,MA,Middlesex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Brockton/ Abington,638846.0371431032,4,Detected,2023-11-19,copies/L,Brockton,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Plymouth Headworks Influent,62661.94518666666,3,Detected,2023-07-10,copies/L,Plymouth,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Fall River WWTP,255508.63646508547,4,Detected,2023-10-10,copies/L,Fall River,MA,Bristol,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Northampton WWTP,1183989.8599839732,1,Detected,2023-11-29,copies/L,Northampton,MA,Hampshire,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Hull WWTF,274637.948675,4,Detected,2023-07-04,copies/L,Hull,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Lynn WWTF,1646216.7256716548,3,Detected,2024-02-07,copies/L,Lynn,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Lynn WWTF,663568.4496377703,3,Detected,2023-11-22,copies/L,Lynn,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Athol WWTP,769631.0607869265,4,Detected,2023-08-14,copies/L,Athol,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MFN Regional Wastewater District,376097.04421489866,2,Detected,2023-11-17,copies/L,Norton,MA,Bristol,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Lynn WWTF,873649.9381342237,1,Detected,2023-09-21,copies/L,Lynn,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
